DOI,file_name,Study,Question,Column,Answer,OG_answer,Accurate?,Comments
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,How many times was the experiment replicated? Provide the number of times.,Replicates,"The number of times the experiment was replicated is not explicitly stated in the excerpt.[next_chunk]The number of times the experiment was replicated varies for each test and is specified in the text. For example, in the mussel larval development test, four replicates per treatment were tested. In the copepod acute lethal toxicity test, five[next_chunk]The manuscript does not provide information on the number of times the experiment was replicated.[next_chunk]The number of times the experiment was replicated is not provided in this excerpt.",1 to 5,No,
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,How large was the sample size per replicate? Report the size.,Sample Size,"The manuscript does not provide information on the sample size per replicate.[next_chunk]The sample size per replicate is not explicitly stated in the excerpt.[next_chunk]The size of the sample size per replicate is not provided in the excerpt.[next_chunk]Unfortunately, the provided excerpt does not contain information on the sample size per replicate. Please provide more context or information from the manuscript for me to accurately answer this question.",Several,No,In cases like this it is pretty bad likely because of the way we asked the question. 
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,What was the dose administered to the organism? Provide the dose.,Dose,"The study tested the effects of polyethylene microplastics (PE-MP) on marine zooplankton at densities up to 10-100 mg/L, which is far above current environmental concentrations. The concentration of benzophenone-[next_chunk]The dose administered to the organisms varied depending on the test and the microplastic type. The manuscript provides detailed information on the concentrations and dilutions used for each test, which can be found in Tables 1 and 2.[next_chunk]The dose administered to the organisms varied depending on the species and the test conditions. The manuscript provides a table (Table 2) with the different treatments tested, including the concentrations of the chemical pollutant and the type of microplastic used,[next_chunk]The dose administered to the organism was 10 mg/L of microplastics in the exposure medium.",Several,Yes,Interesting that it refuses to answer the question when the options aren't good. 
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,What were the units of the dose given to the organism? Provide the units.,Dose Units,The units of the dose given to the organisms were mg L-1 (milligrams per liter).[next_chunk]The dose given to the organisms was in mg L-1 (milligrams per liter).[next_chunk]The units of the dose given to the organisms were mg/L (milligrams per liter) and ng/g (nanograms per gram).[next_chunk]The units of the dose given to the organism were milligrams per kilogram of body weight (mg/kg).,,,Not in old. 
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,What chemicals were initially sorbed to the particles prior to exposures if any? Provide the chemical name or Not Reported.,Chemical Addition,"Benzophenone-3 (BP-3), a hydrophobic organic chemical used in cosmetics with direct input in coastal areas, was spiked onto the polyethylene microplastics for some of the exposures. No other chemicals were reported to[next_chunk]Cu2+ and 3,5-DCP were used as reference toxicants, but it is not reported if they were initially sorbed to the particles prior to exposures.[next_chunk]The manuscript reports on the sorption of benzophenone-3 (BP-3) to microplastic particles, but it is not reported if any chemicals were initially sorbed to the particles prior to exposures.[next_chunk]Not Reported.",,,Not in old. 
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,"What is the environment focused on in the study? Acceptable answers are: Freshwater, Marine, Not reported.",Environment,Marine.[next_chunk]Marine.[next_chunk]The study is focused on the marine environment.[next_chunk]Not reported.,Marine,Yes,
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,"What is the life stage of the organism being studied? Acceptable answers are: Adult, Early, Juvenile  Not Reported.",Life.Stage,"Early life stages (ELS) of zooplanktonic organisms were used as testing models in order to maximize sensitivity.[next_chunk]The life stages of the organisms being studied vary and include nauplii, larvae, and mature adults.[next_chunk]The manuscript discusses the toxicity of microplastics on various marine zooplanktonic organisms, including sensitive early life stages. The life stage of the organisms being studied varies, and includes rotifers, copepods, bivalve and ech[next_chunk]The life stage of the organism being studied was not reported in the manuscript.",Early,No,
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,"Is this an in vivo study or an in vitro study? Acceptable answers are: In Vivo, In Vitro, Not Reported.",In vitro/in vivo,In Vivo.[next_chunk]In Vivo.[next_chunk]Not Reported.[next_chunk]The information provided in the excerpt is insufficient to determine whether the study is in vivo or in vitro.,In Vivo,Yes,
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,"Is the organism being studied a male or female? Acceptable answers are: Male, Female, Not Reported.",Sex,Not reported.[next_chunk]The manuscript does not provide information on the sex of the organisms being studied.[next_chunk]The manuscript does not provide information on the sex of the organisms being studied.[next_chunk]This question is not relevant to the topic of microplastic toxicity and is not included in the manuscript.,,Yes,
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,What is the estimated body length of the organism being studied? Provide the length and units or answer Not Reported.,Estimated Body Length (cm),Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.,Several,No,
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,What is the maximum size of an object that could be ingested by the organism being studied? Provide length and units or answer Not Reported.,Estimated Maximum Ingestible Size (mm),"The size range of the polyethylene microplastics (PE-MP) tested in the study varied from 1 to 500 µm, but the maximum size of an object that could be ingested by the organisms being studied is not reported[next_chunk]Not Reported.[next_chunk]The maximum size of an object that could be ingested by the organisms being studied is not reported in the excerpt.[next_chunk]Not Reported.",Several,No,
10.1016/j.jhazmat.2018.07.101,Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Beiras et al. - 2018 - Ingestion and contact with polyethylene microplast.txt,"How are plastics introduced to the organism being studied? Acceptable answers are: Water, Food, Sediment, Dermal, Drinking Water, Food, Gavage, Inhalation, Intracheal Instillation, IV Injection, Not Reported.   ",Exposure Route,"The manuscript states that the toxicity of polyethylene microplastics (PE-MP) was evaluated on zooplanktonic organisms representative of the main taxa present in marine plankton, including rotifers, copepods, bivalves,[next_chunk]Plastics are introduced to the organisms being studied through water, as they are exposed to microplastics in the aquatic environment. In some cases, the microplastics are added directly to the water in which the organisms are being tested.[next_chunk]The excerpt does not provide a clear answer to this question. However, it does mention that zooplanktonic organisms ingested polyethylene microplastics within the 1 to 10 µm size range, and that fish embryos were in[next_chunk]The plastics used in this study were introduced to the organism through ingestion of contaminated food. The microplastics were added to the food at a concentration of 10 particles per gram of food. The food was then fed to the organisms for a period",water,No,
10.1021/acs.est.8b04848,Ašmonaitė et al. - 2018 - Rainbow Trout Maintain Intestinal Transport and Ba.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Rainbow Trout Maintain Intestinal Transport and Ba.txt,"What is the organism group focused on in the study? Acceptable answers are: Algae, Annelida, Bacteria, Cnidaria, Crustacea, Echinodermata, Fish, Insect, Mollusca, Nematoda, Plant, Rotifera, Not Reported.",Organism Group,"The organism group focused on in the study is Fish, specifically rainbow trout (Oncorhynchus mykiss).[next_chunk]Fish.[next_chunk]Fish.[next_chunk]NULL[next_chunk]Not reported.",Fish,Yes,
10.1021/acs.est.8b04848,Ašmonaitė et al. - 2018 - Rainbow Trout Maintain Intestinal Transport and Ba.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Rainbow Trout Maintain Intestinal Transport and Ba.txt,Were organisms involved in this study only exposed to leachate derived from plastics and nonplastics? Acceptable answers are: Yes or No.,Leachate,"No. The organisms in this study were exposed to polystyrene microplastics that were either virgin or exposed to two different environmental matrices (sewage or harbor effluent).[next_chunk]No. The organisms in this study were exposed to both virgin and deployed microplastics in sewage effluent and harbor effluent.[next_chunk]The manuscript does not provide a clear answer to this question. However, it does mention that the experimental PS MPs deployed in sewage effluent were shown to contain various surfactants, which could potentially affect the results. Additionally, the study used dietary[next_chunk]NULL[next_chunk]Answer: Yes.",,,Not in old. 
